Title;DOI;Decision
Poly(methyl methacrylate) with TiO2 nanoparticles inclusion for stereolitographic complete denture manufacturing - the fututre in dental care for elderly edentulous patients?.;https://dx.doi.org/10.1016/j.jdent.2017.02.012;exclude
Polyethyleneimine modified poly(Hyaluronic acid) particles with controllable antimicrobial and anticancer effects.;https://dx.doi.org/10.1016/j.carbpol.2016.12.024;exclude
Rapid synthesis and decoration of reduced graphene oxide with gold nanoparticles by thermostable peptides for memory device and photothermal applications.;https://dx.doi.org/10.1038/s41598-017-10777-1;exclude
Real-time detection of antibiotic activity by measuring nanometer-scale bacterial deformation.;https://dx.doi.org/10.1117/1.JBO.22.12.126002;exclude
Reduced bacteria adhesion on octenidine loaded mesoporous silica nanoparticles coating on titanium substrates.;https://dx.doi.org/10.1016/j.msec.2016.08.050;exclude
Reduced bacterial growth and increased osteoblast proliferation on titanium with a nanophase TiO2 surface treatment.;https://dx.doi.org/10.2147/IJN.S116105;exclude
Role of nanoparticle size in self-assemble processes of collagen for tissue engineering application.;https://dx.doi.org/10.1016/j.ijbiomac.2017.02.102;exclude
Role of silver doping on the defects related photoluminescence and antibacterial behaviour of zinc oxide nanoparticles.;https://dx.doi.org/10.1016/j.colsurfb.2017.07.071;exclude
ROS mediated high anti-bacterial efficacy of strain tolerant layered phase pure nano-calcium hydroxide.;https://dx.doi.org/10.1016/j.jmbbm.2017.04.004;exclude
Rubber elastomeric nanocomposites with antimicrobial properties.;https://dx.doi.org/10.1016/j.msec.2017.03.080;exclude
Same-Day Diagnostic and Surveillance Data for Tuberculosis via Whole-Genome Sequencing of Direct Respiratory Samples.;https://dx.doi.org/10.1128/JCM.02483-16;exclude
Secondary Metabolite Production from Industrially Relevant Bacteria is Enhanced by Organic Nanofibers.;https://dx.doi.org/10.1002/biot.201700313;exclude
Sedentary behavior and altered metabolic activity by AgNPs ingestion in Drosophila melanogaster.;https://dx.doi.org/10.1038/s41598-017-15645-6;exclude
Self assembled snowball-like hybrid nanostructures comprising Viburnum opulus L. extract and metal ions for antimicrobial and catalytic applications.;https://dx.doi.org/10.1016/j.enzmictec.2017.04.003;exclude
Structure and properties of silk fibroin grafted carboxylic cotton fabric via amide covalent modification.;https://dx.doi.org/10.1016/j.carbpol.2016.12.071;exclude
Structure, dissolution behavior, cytocompatibility, and antibacterial activity of silver-containing calcium phosphate invert glasses.;https://dx.doi.org/10.1002/jbm.a.36173;exclude
Studies on electrochemical glucose sensing, antimicrobial activity and cytotoxicity of fabricated copper nanoparticle immobilized chitin nanostructure.;https://dx.doi.org/10.1016/j.ijbiomac.2017.03.147;exclude
Study of plasmonic nanoparticles interactions with skin layers by vibrational spectroscopy.;https://dx.doi.org/10.1016/j.ejpb.2016.12.011;exclude
Substrate-Independent Ag-Nanoparticle-Loaded Hydrogel Coating with Regenerable Bactericidal and Thermoresponsive Antibacterial Properties.;https://dx.doi.org/10.1021/acsami.7b13238;exclude
Superchiral Plasmonic Phase Sensitivity for Fingerprinting of Protein Interface Structure.;https://dx.doi.org/10.1021/acsnano.7b04698;exclude
Superparamagnetic iron oxide-encapsulating polymersome nanocarriers for biofilm eradication.;https://dx.doi.org/10.1016/j.biomaterials.2016.12.011;exclude
Surface analysis of nitrogen plasma-treated C60/PS nanocomposite films for antibacterial activity.;https://dx.doi.org/10.1007/s10867-017-9447-6;exclude
Surface characterization and antibacterial response of silver nanowire arrays supported on laser-treated polyethylene naphthalate.;https://dx.doi.org/10.1016/j.msec.2016.11.072;exclude
Surface Ligand Density of Antibiotic-Nanoparticle Conjugates Enhances Target Avidity and Membrane Permeabilization of Vancomycin-Resistant Bacteria.;https://dx.doi.org/10.1021/acs.bioconjchem.6b00494;exclude
Surface modification minimizes the toxicity of silver nanoparticles: an in vitro and in vivo study.;https://dx.doi.org/10.1007/s00775-017-1468-x;exclude
Surface modification of titanium substrates for enhanced osteogenetic and antibacterial properties.;https://dx.doi.org/10.1016/j.colsurfb.2017.08.044;exclude
Surface topography of silicon nitride affects antimicrobial and osseointegrative properties of tibial implants in a murine model.;https://dx.doi.org/10.1002/jbm.a.36189;exclude
Surface-Adaptive Gold Nanoparticles with Effective Adherence and Enhanced Photothermal Ablation of Methicillin-Resistant Staphylococcus aureus Biofilm.;https://dx.doi.org/10.1021/acsnano.7b04731;exclude
Surface-coated wooden-tip electrospray ionization mass spectrometry for determination of trace fluoroquinolone and macrolide antibiotics in water.;https://dx.doi.org/10.1016/j.aca.2016.12.008;exclude
Surface-modified bioresorbable electrospun scaffolds for improving hemocompatibility of vascular grafts.;https://dx.doi.org/10.1016/j.msec.2017.02.151;exclude
Surfactin-loaded polyvinyl alcohol (PVA) nanofibers alters adhesion of Listeria monocytogenes to polystyrene.;https://dx.doi.org/10.1016/j.msec.2017.03.248;exclude
Sustainability of renewable fuel infrastructure: a screening LCA case study of anticorrosive graphene oxide epoxy liners in steel tanks for the storage of biodiesel and its blends.;https://dx.doi.org/10.1039/c6em00552g;exclude
Sustainable Release of Vancomycin from Silk Fibroin Nanoparticles for Treating Severe Bone Infection in Rat Tibia Osteomyelitis Model.;https://dx.doi.org/10.1021/acsami.6b14912;exclude
Sustained Nitric Oxide-Releasing Nanoparticles Interfere with Methicillin-Resistant Staphylococcus aureus Adhesion and Biofilm Formation in a Rat Central Venous Catheter Model.;https://dx.doi.org/10.1128/AAC.02020-16;exclude
Switchable on/off drug release from gold nanoparticles-grafted dual light- and temperature-responsive hydrogel for controlled drug delivery.;https://dx.doi.org/10.1016/j.msec.2017.03.038;exclude
Synergistic antibacterial effect of Bi2S3 nanospheres combined with ineffective antibiotic gentamicin against methicillin-resistant Staphylococcus aureus.;https://dx.doi.org/10.1016/j.jinorgbio.2016.12.005;exclude
Synergistic bactericidal activity of chlorhexidine-loaded, silver-decorated mesoporous silica nanoparticles.;https://dx.doi.org/10.2147/IJN.S133846;exclude
Synergistic effect of polyaniline coverage and surface microstructure on the inhibition of Pseudomonas aeruginosa biofilm formation.;https://dx.doi.org/10.1016/j.colsurfb.2016.11.014;exclude
Synergistically enhanced stability of laccase immobilized on synthesized silver nanoparticles with water-soluble polymers.;https://dx.doi.org/10.1016/j.colsurfb.2017.03.023;exclude
Synthesis and Antibacterial Study of Sulfobetaine/Quaternary Ammonium-Modified Star-Shaped Poly[2-(dimethylamino)ethyl methacrylate]-Based Copolymers with an Inorganic Core.;https://dx.doi.org/10.1021/acs.biomac.6b01279;exclude
Synthesis and antimicrobial properties of Zn-mineralized alginate nanocomposites.;https://dx.doi.org/10.1016/j.carbpol.2017.02.064;exclude
Synthesis of Nm-PHB (nanomelanin-polyhydroxy butyrate) nanocomposite film and its protective effect against biofilm-forming multi drug resistant Staphylococcus aureus.;https://dx.doi.org/10.1038/s41598-017-08816-y;exclude
Synthesis, carbonic anhydrase I and II isoenzymes inhibition properties, and antibacterial activities of novel tetralone-based 1,4-benzothiazepine derivatives.;https://dx.doi.org/10.1002/jbt.21872;exclude
Synthesis, characterization and antibacterial activity of juglone encapsulated PLGA nanoparticles.;https://dx.doi.org/10.1111/jam.13601;exclude
Synthesis, characterization and modification of Gum Arabic microgels for hemocompatibility and antimicrobial studies.;https://dx.doi.org/10.1016/j.carbpol.2016.09.052;exclude
Synthesis, characterization, and antimicrobial properties of novel double layer nanocomposite electrospun fibers for wound dressing applications.;https://dx.doi.org/10.2147/IJN.S123417;exclude
Synthetic Macromolecular Antibiotic Platform for Inhalable Therapy against Aerosolized Intracellular Alveolar Infections.;https://dx.doi.org/10.1021/acs.molpharmaceut.7b00093;exclude
Topical nitric oxide releasing nanoparticles are effective in a murine model of dermal Trichophyton rubrum dermatophytosis.;https://dx.doi.org/10.1016/j.nano.2017.06.018;exclude
Towards the cell-instructive bactericidal substrate: exploring the combination of nanotopographical features and integrin selective synthetic ligands.;https://dx.doi.org/10.1038/s41598-017-16385-3;exclude
Tragacanth nanocapsules containing Chamomile extract prepared through sono-assisted W/O/W microemulsion and UV cured on cotton fabric.;https://dx.doi.org/10.1016/j.carbpol.2017.04.088;exclude
Transfer Study of Silver Nanoparticles in Poultry Production.;https://dx.doi.org/10.1021/acs.jafc.7b00670;exclude
A Gelatin Hydrogel-Containing Nano-Organic PEI-Ppy with a Photothermal Responsive Effect for Tissue Engineering Applications.;https://dx.doi.org/10.3390/molecules23061256;exclude
A Green Synthesis of Xanthenone Derivatives in Aqueous Media Using TiO2-CNTs Nanocomposite as an Eco-Friendly and Re-Usable Catalyst.;https://dx.doi.org/10.2174/1386207321666180219151705;exclude
A hybrid of mPEG-b-PCL and G1-PEA dendrimer for enhancing delivery of antibiotics.;https://dx.doi.org/10.1016/j.jconrel.2018.10.005;exclude
A label-free fluorescent aptasensor for detection of kanamycin based on dsDNA-capped mesoporous silica nanoparticles and Rhodamine B.;https://dx.doi.org/10.1016/j.aca.2018.05.003;exclude
A light-weight and high-efficacy antibacterial nanocellulose-based sponge via covalent immobilization of gentamicin.;https://dx.doi.org/10.1016/j.carbpol.2018.07.091;exclude
A microfluidic surface-enhanced Raman spectroscopy approach for assessing the particle number effect of AgNPs on cytotoxicity.;https://dx.doi.org/10.1016/j.ecoenv.2018.07.026;exclude
A Modified Resin Sealer: Physical and Antibacterial Properties.;https://dx.doi.org/10.1016/j.joen.2018.06.016;exclude
A Nanocomposite Hydrogel with Potent and Broad-Spectrum Antibacterial Activity.;https://dx.doi.org/10.1021/acsami.8b02527;exclude
A new multifunctionalized material against multi-drug resistant bacteria and abnormal osteoclast activity.;https://dx.doi.org/10.1016/j.ejpb.2018.02.018;exclude
A new strategy for battling bacterial resistance: Turning potent, non-selective and potentially non-resistance-inducing biocides into selective ones.;https://dx.doi.org/10.1016/j.nano.2017.11.014;exclude
A new strategy for taste masking of azithromycin antibiotic: development, characterization, and evaluation of azithromycin titanium nanohybrid for masking of bitter taste using physisorption and panel testing studies.;https://dx.doi.org/10.2147/DDDT.S183534;exclude
A new therapeutic avenue for bronchiectasis: Dry powder inhaler of ciprofloxacin nanoplex exhibits superior ex vivo mucus permeability and antibacterial efficacy to its native ciprofloxacin counterpart.;https://dx.doi.org/10.1016/j.ijpharm.2018.06.017;exclude
A nonspecific synergistic effect of biogenic silver nanoparticles and biosurfactant towards environmental bacteria and fungi.;https://dx.doi.org/10.1007/s10646-018-1899-3;exclude
A Novel AgNPs/Sericin/Agar Film with Enhanced Mechanical Property and Antibacterial Capability.;https://dx.doi.org/10.3390/molecules23071821;exclude
A novel antibacterial agent based on AgNPs and Fe3O4 loaded chitin microspheres with peroxidase-like activity for synergistic antibacterial activity and wound-healing.;https://dx.doi.org/10.1016/j.ijpharm.2018.10.002;exclude
A novel approach to create an antibacterial surface using titanium dioxide and a combination of dip-pen nanolithography and soft lithography.;https://dx.doi.org/10.1038/s41598-018-34198-w;exclude
A novel electrochemical aptasensor for highly sensitive and quantitative detection of the streptomycin antibiotic.;https://dx.doi.org/10.1016/j.bioelechem.2017.11.006;exclude
A novel in vitro metric predicts in vivo efficacy of inhaled silver-based antimicrobials in a murine Pseudomonas aeruginosa pneumonia model.;https://dx.doi.org/10.1038/s41598-018-24200-w;exclude
A novel stellerite-based photocatalytic composite and its enhanced disinfection application.;https://dx.doi.org/10.1016/j.jphotobiol.2018.03.017;exclude
A novel strategy to develop antifouling and antibacterial conductive Cu/polydopamine/polyvinylidene fluoride membranes for water treatment.;https://dx.doi.org/10.1016/j.jcis.2018.07.090;exclude
A novel use of cellulose based filter paper containing silver nanoparticles for its potential application as wound dressing agent.;https://dx.doi.org/10.1016/j.ijbiomac.2017.12.022;exclude
Analysis of Escherichia coli STs and resistance mechanisms in sewage from Islamabad, Pakistan indicates a difference in E. coli carriage types between South Asia and Europe.;https://dx.doi.org/10.1093/jac/dky109;exclude
Analysis of metallic nanoparticles and their ionic counterparts in complex matrix by reversed-phase liquid chromatography coupled to ICP-MS.;https://dx.doi.org/10.1016/j.talanta.2018.01.077;exclude
Anchoring Fe3O4 Nanoparticles on Carbon Nanotubes for Microwave-Induced Catalytic Degradation of Antibiotics.;https://dx.doi.org/10.1021/acsami.8b08280;exclude
Anodized Aluminum with Nanoholes Impregnated with Quaternary Ammonium Compounds Can Kill Pathogenic Bacteria within Seconds of Contact.;https://dx.doi.org/10.1021/acsami.8b17634;exclude
Anti-biofilm activity and food packaging application of room temperature solution process based polyethylene glycol capped Ag-ZnO-graphene nanocomposite.;https://dx.doi.org/10.1016/j.msec.2018.06.009;exclude
Antibacterial [2-(Methacryloyloxy) ethyl] Trimethylammonium Chloride Functionalized Reduced Graphene Oxide/Poly(ethylene-co-vinyl alcohol) Multilayer Barrier Film for Food Packaging.;https://dx.doi.org/10.1021/acs.jafc.7b04784;exclude
Antibacterial activity and biocompatibility of zein scaffolds containing silver-doped bioactive glass.;https://dx.doi.org/10.1088/1748-605X/aad8cf;exclude
Antibacterial Activity and Cyto-/Tissue-Compatibility of Micro-/Nano-Structured Titanium Decorated with Silver Nanoparticles.;https://dx.doi.org/10.1166/jbn.2018.2482;exclude
Antibacterial Activity of Epoxy Resins Mixed with Polyelectrolyte/Silver Nanoparticle Composite Filler.;https://dx.doi.org/10.4265/bio.23.129;exclude
Antibacterial Activity of Gold Nanoparticles Conjugated by Aminoglycosides Against A. baumannii Isolates from Burn Patients.;https://dx.doi.org/10.2174/1574891X13666180828115543;exclude
Antibacterial Activity of Orthodontic Cement Containing Quaternary Ammonium Polyethylenimine Nanoparticles Adjacent to Orthodontic Brackets.;https://dx.doi.org/10.3390/ijerph15040606;exclude
Antibacterial activity of PEO nanofibers incorporating polysaccharide from dandelion and its derivative.;https://dx.doi.org/10.1016/j.carbpol.2018.06.092;exclude
Antibacterial and biodegradable tissue nano-adhesives for rapid wound closure.;https://dx.doi.org/10.2147/IJN.S177109;exclude
Antibacterial and hemostatic hydrogel via nanocomposite from cellulose nanofibers.;https://dx.doi.org/10.1016/j.carbpol.2018.04.085;exclude
Antibacterial and immunogenic behavior of silver coatings on additively manufactured porous titanium.;https://dx.doi.org/10.1016/j.actbio.2018.09.051;exclude
Antibacterial and remineralizing orthodontic adhesive containing quaternary ammonium resin monomer and amorphous calcium phosphate nanoparticles.;https://dx.doi.org/10.1016/j.jdent.2018.03.004;exclude
Antibacterial biocompatible arginine functionalized mono-layer graphene: No more risk of silver toxicity.;https://dx.doi.org/10.1016/j.jhazmat.2018.07.107;exclude
Antibacterial clay against gram-negative antibiotic resistant bacteria.;https://dx.doi.org/10.1016/j.jhazmat.2017.08.078;exclude
Antibacterial dental adhesive resins containing nitrogen-doped titanium dioxide nanoparticles.;https://dx.doi.org/10.1016/j.msec.2018.08.060;exclude
Antibacterial effect and biocompatibility of a novel nanostructured ZnO-coated gutta-percha cone for improved endodontic treatment.;https://dx.doi.org/10.1016/j.msec.2018.07.045;exclude
Antibacterial quaternary ammonium compounds in dental materials: A systematic review.;https://dx.doi.org/10.1016/j.dental.2018.03.014;exclude
Antibacterial-nanocomposite bone filler based on silver nanoparticles and polysaccharides.;https://dx.doi.org/10.1002/term.2365;exclude
Antibacterial, anti-inflammatory, and bone-regenerative dual-drug-loaded calcium phosphate nanocarriers-in vitro and in vivo studies.;https://dx.doi.org/10.1007/s13346-018-0532-6;exclude
Antibiofilm effect of drug-free and cationic poly(D,L-lactide-co-glycolide) nanoparticles via nano-bacteria interactions.;https://dx.doi.org/10.2217/nnm-2017-0391;exclude
Antibiotic analysis using Electro-Filtering Paper Spray Ionization.;https://dx.doi.org/10.1016/j.talanta.2018.07.058;exclude
Antibiotic anisomycin selectively targets leukemia cell lines and patient samples through suppressing Wnt/beta-catenin signaling.;https://dx.doi.org/10.1016/j.bbrc.2018.09.183;exclude
Antimicrobial mechanisms due to hyperpolarisation induced by nanoporous Au.;https://dx.doi.org/10.1038/s41598-018-22261-5;exclude
Antimicrobial photodynamic activity of rose bengal conjugated multi walled carbon nanotubes against planktonic cells and biofilm of Escherichia coli.;https://dx.doi.org/10.1016/j.pdpdt.2018.10.013;exclude
Antimicrobial photodynamic therapy assessment of three indocyanine green-loaded metal-organic frameworks against Enterococcus faecalis.;https://dx.doi.org/10.1016/j.pdpdt.2018.08.004;exclude
Antimicrobial Photodynamic Therapy Mediated by Curcumin-Loaded Polymeric Nanoparticles in a Murine Model of Oral Candidiasis.;https://dx.doi.org/10.3390/molecules23082075;exclude
Antimicrobial photodynamic therapy: Single-walled carbon nanotube (SWCNT)-Porphyrin conjugate for visible light mediated inactivation of Staphylococcus aureus.;https://dx.doi.org/10.1016/j.colsurfb.2017.11.046;exclude
Antimicrobial Properties of 2D MnO2 and MoS2 Nanomaterials Vertically Aligned on Graphene Materials and Ti3C2 MXene.;https://dx.doi.org/10.1021/acs.langmuir.8b00262;exclude
Antimicrobial properties of rosin acids-loaded nanoparticles against antibiotic-sensitive and antibiotic-resistant foodborne pathogens.;https://dx.doi.org/10.1080/21691401.2018.1496924;exclude
Antimicrobial quaternary ammonium organosilane cross-linked nanofibrous collagen scaffolds for tissue engineering.;https://dx.doi.org/10.2147/IJN.S159770;exclude
Biomembrane Permeabilization: Statistics of Individual Leakage Events Harmonize the Interpretation of Vesicle Leakage.;https://dx.doi.org/10.1021/acsnano.7b08184;exclude
Biomimetic Elastomeric Polypeptide-Based Nanofibrous Matrix for Overcoming Multidrug-Resistant Bacteria and Enhancing Full-Thickness Wound Healing/Skin Regeneration.;https://dx.doi.org/10.1021/acsnano.8b01152;exclude
Biomimetic fabrication of antibacterial calcium phosphates mediated by polydopamine.;https://dx.doi.org/10.1016/j.jinorgbio.2017.10.004;exclude
Carnosine-graphene oxide conjugates decorated with hydroxyapatite as promising nanocarrier for ICG loading with enhanced antibacterial effects in photodynamic therapy against Streptococcus mutans.;https://dx.doi.org/10.1016/j.jphotobiol.2018.02.004;exclude
Carriage of blaKPC-2 by a virulence plasmid in hypervirulent Klebsiella pneumoniae.;https://dx.doi.org/10.1093/jac/dky358;exclude
Caspase-3/MAPK pathways as main regulators of the apoptotic effect of the phyto-mediated synthesized silver nanoparticle from dried stem of Eleutherococcus senticosus in human cancer cells.;https://dx.doi.org/10.1016/j.biopha.2018.01.050;exclude
Catechol-rich gelatin hydrogels in situ hybridizations with silver nanoparticle for enhanced antibacterial activity.;https://dx.doi.org/10.1016/j.msec.2018.06.037;exclude
Cationic amphiphilic bolaamphiphile-based delivery of antisense oligonucleotides provides a potentially microbiome sparing treatment for C. difficile.;https://dx.doi.org/10.1038/s41429-018-0056-9;exclude
Cationic Reduced Graphene Oxide as Self-Aligned Nanofiller in the Epoxy Nanocomposite Coating with Excellent Anticorrosive Performance and Its High Antibacterial Activity.;https://dx.doi.org/10.1021/acsami.8b01982;exclude
Cefazolin-loaded polycaprolactone fibers produced via different electrospinning methods: Characterization, drug release and antibacterial effect.;https://dx.doi.org/10.1016/j.ejps.2018.08.023;exclude
Cellular and molecular responses of adult zebrafish after exposure to CuO nanoparticles or ionic copper.;https://dx.doi.org/10.1007/s10646-017-1873-5;exclude
Cellular Toxicity of Mesoporous Silica Nanoparticle in SHSY5Y and BMMNCs Cell.;https://dx.doi.org/10.2174/2211738506666181031160108;exclude
Cellulose acetate - essential oil nanocapsules with antimicrobial activity for biomedical applications.;https://dx.doi.org/10.1016/j.colsurfb.2018.08.069;exclude
Cellulose gum and copper nanoparticles based hydrogel as antimicrobial agents against urinary tract infection (UTI) pathogens.;https://dx.doi.org/10.1016/j.ijbiomac.2017.11.057;exclude
Cellulose hybrid nanocomposites using Napier grass fibers with in situ generated silver nanoparticles as fillers for antibacterial applications.;https://dx.doi.org/10.1016/j.ijbiomac.2018.06.019;exclude
Cellulose nanowhiskers decorated with silver nanoparticles as an additive to antibacterial polymers membranes fabricated by electrospinning.;https://dx.doi.org/10.1016/j.jcis.2018.07.096;exclude
Cerium oxide nanoparticles as potential antibiotic adjuvant. Effects of CeO2 nanoparticles on bacterial outer membrane permeability.;https://dx.doi.org/10.1016/j.bbamem.2018.07.002;exclude
Changing Face of Wood Science in Modern Era: Contribution of Nanotechnology.;https://dx.doi.org/10.2174/1872210511666170808111512;exclude
Characterization and interplay of bacteriocin and exopolysaccharide-mediated silver nanoparticles as an antibacterial agent.;https://dx.doi.org/10.1016/j.ijbiomac.2018.04.104;exclude
Characterization of a green nanocomposite prepared from soluble soy bean polysaccharide/Cloisite 30B and evaluation of its toxicity.;https://dx.doi.org/10.1016/j.ijbiomac.2018.07.183;exclude
Charged Metallopolymer-Grafted Silica Nanoparticles for Antimicrobial Applications.;https://dx.doi.org/10.1021/acs.biomac.7b01510;exclude
Chemical nanocavitation of surfaces to enhance the utility of stainless steel as a medical material.;https://dx.doi.org/10.1016/j.colsurfb.2017.11.051;exclude
Chiral Upconversion Heterodimers for Quantitative Analysis and Bioimaging of Antibiotic-Resistant Bacteria In Vivo.;https://dx.doi.org/10.1002/adma.201804241;exclude
Chitin/silk fibroin/TiO2 bio-nanocomposite as a biocompatible wound dressing bandage with strong antimicrobial activity.;https://dx.doi.org/10.1016/j.ijbiomac.2018.05.102;exclude
Chlorhexidine-encapsulated mesoporous silica-modified dentin adhesive.;https://dx.doi.org/10.1016/j.jdent.2018.08.012;exclude
Drug-Loaded Halloysite Nanotube-Reinforced Electrospun Alginate-Based Nanofibrous Scaffolds with Sustained Antimicrobial Protection.;https://dx.doi.org/10.1021/acsami.8b11013;exclude
Dual Ag/ZnO-Decorated Micro-/Nanoporous Sulfonated Polyetheretherketone with Superior Antibacterial Capability and Biocompatibility via Layer-by-Layer Self-Assembly Strategy.;https://dx.doi.org/10.1002/mabi.201800028;exclude
Efficient generation of complete sequences of MDR-encoding plasmids by rapid assembly of MinION barcoding sequencing data.;https://dx.doi.org/10.1093/gigascience/gix132;exclude
Efficient synthesis of PMMA@Co0.5Ni0.5Fe2O4 organic-inorganic hybrids containing hyamine 1622 - Physicochemical properties, cytotoxic assessment and antimicrobial activity.;https://dx.doi.org/10.1016/j.msec.2018.04.038;exclude
Electric Single-Molecule Hybridization Detector for Short DNA Fragments.;https://dx.doi.org/10.1021/acs.analchem.8b04357;exclude
Electroactive Mg2+-Hydroxyapatite Nanostructured Networks against Drug-Resistant Bone Infection Strains.;https://dx.doi.org/10.1021/acsami.8b06055;exclude
Electrochemical method for the quantitative determination of Escherichia coli based on gold functionalized FTO substrate.;https://dx.doi.org/10.1039/c8an00048d;exclude
Electrochemical synthesis, photodegradation and antibacterial properties of PEG capped zinc oxide nanoparticles.;https://dx.doi.org/10.1016/j.jphotobiol.2018.07.022;exclude
Electroless controllable growth of ZnO films and their morphology-dependent antimicrobial properties.;https://dx.doi.org/10.1016/j.jhazmat.2017.12.039;exclude
Electronic-property dependent interactions between tetracycline and graphene nanomaterials in aqueous solution.;https://dx.doi.org/10.1016/j.jes.2017.04.030;exclude
Electrophoretic deposition of hydroxyapatite-shrimp crusts nanocomposite thin films for bone implant studies.;https://dx.doi.org/10.1049/iet-nbt.2017.0272;exclude
Electrospinning of casein nanofibers with silver nanoparticles for potential biomedical applications.;https://dx.doi.org/10.1016/j.ijbiomac.2018.09.177;exclude
Effects of copper nanoparticles in porous TiO2 coatings on bacterial resistance and cytocompatibility of osteoblasts and endothelial cells.;https://dx.doi.org/10.1016/j.msec.2017.08.061;exclude
Effects of micronized and nano-copper azole on marine benthic communities.;https://dx.doi.org/10.1002/etc.3954;exclude
Effects of silica-gentamicin nanohybrids on osteogenic differentiation of human osteoblast-like SaOS-2 cells.;https://dx.doi.org/10.2147/IJN.S147849;exclude
Effects of silver nanocolloids on plant complex type N-glycans in Oryza sativa roots.;https://dx.doi.org/10.1038/s41598-018-19474-z;exclude
Exposure of a Soil Collembolan to Ag Nanoparticles and AgNO3 Disturbs Its Associated Microbiota and Lowers the Incidence of Antibiotic Resistance Genes in the Gut.;https://dx.doi.org/10.1021/acs.est.8b02825;exclude
F-doped TiO2 microporous coating on titanium with enhanced antibacterial and osteogenic activities.;https://dx.doi.org/10.1038/s41598-018-35875-6;exclude
Fabrication and characterization of collagen-hydroxyapatite-based composite scaffolds containing doxycycline via freeze-casting method for bone tissue engineering.;https://dx.doi.org/10.1177/0885328218805229;exclude
Fabrication and characterization of PCL/zein/gum arabic electrospun nanocomposite scaffold for skin tissue engineering.;https://dx.doi.org/10.1016/j.msec.2018.08.010;exclude
Fabrication and Microscopic and Spectroscopic Characterization of Cytocompatible Self-Assembling Antimicrobial Nanofibers.;https://dx.doi.org/10.1021/acsinfecdis.8b00069;exclude
Fabrication of charge reversible graphene oxide-based nanocomposite with multiple antibacterial modes and magnetic recyclability.;https://dx.doi.org/10.1016/j.jcis.2017.10.002;exclude
Fabrication of enzyme-responsive composite coating for the design of antibacterial surface.;https://dx.doi.org/10.1007/s10856-018-6171-0;exclude
Fabrication of hyaluronidase-responsive biocompatible multilayers on BMP2 loaded titanium nanotube for the bacterial infection prevention.;https://dx.doi.org/10.1016/j.msec.2018.03.024;exclude
Fabrication of inhaled hybrid silver/ciprofloxacin nanoparticles with synergetic effect against Pseudomonas aeruginosa.;https://dx.doi.org/10.1016/j.ejpb.2018.04.006;exclude
Fabrication of pure and moxifloxacin functionalized silver oxide nanoparticles for photocatalytic and antimicrobial activity.;https://dx.doi.org/10.1016/j.jphotobiol.2018.07.011;exclude
Facile and Cost-Efficient Synthesis of Quasi-0D/2D ZnO/MoS2 Nanocomposites for Highly Enhanced Visible-Light-Driven Photocatalytic Degradation of Organic Pollutants and Antibiotics.;https://dx.doi.org/10.1002/chem.201801397;exclude
Nanoparticles obtained by confined impinging jet mixer: poly(lactide-co-glycolide) vs. Poly-epsilon-caprolactone.;https://dx.doi.org/10.1080/03639045.2017.1421662;exclude
Nanosilver and the microbiological activity of the particulate solids versus the leached soluble silver.;https://dx.doi.org/10.1080/17435390.2018.1434910;exclude
Nanosilver-Enabled Food Storage Container Tradeoffs: Environmental Impacts Versus Food Savings Benefit, Informed by Literature.;https://dx.doi.org/10.1002/ieam.4093;exclude
Nanostructured Ag+-substituted fluorhydroxyapatite-TiO2 coatings for enhanced bactericidal effects and osteoinductivity of Ti for biomedical applications.;https://dx.doi.org/10.2147/IJN.S162558;exclude
Nanostructured scaffold with biomimetic and antibacterial properties for wound healing produced by 'green electrospinning'.;https://dx.doi.org/10.1016/j.colsurfb.2018.08.039;exclude
Nanostructured surface topographies have an effect on bactericidal activity.;https://dx.doi.org/10.1186/s12951-018-0347-0;exclude
Nanostructures for delivery of natural antimicrobials in food.;https://dx.doi.org/10.1080/10408398.2017.1308915;exclude
Near-Infrared Laser-Excited Nanoparticles To Eradicate Multidrug-Resistant Bacteria and Promote Wound Healing.;https://dx.doi.org/10.1021/acsami.7b15251;exclude
Near-infrared-triggered antibacterial and antifungal photodynamic therapy based on lanthanide-doped upconversion nanoparticles.;https://dx.doi.org/10.1039/c8nr01967c;exclude
Neutralization of cholera toxin with nanoparticle decoys for treatment of cholera.;https://dx.doi.org/10.1371/journal.pntd.0006266;exclude
New hydroxyapatite nanophases with enhanced osteogenic and anti-bacterial activity.;https://dx.doi.org/10.1002/jbm.a.36249;exclude
New N-phenylpyrrolamide DNA gyrase B inhibitors: Optimization of efficacy and antibacterial activity.;https://dx.doi.org/10.1016/j.ejmech.2018.05.011;exclude
New solvent-stabilized few-layer black phosphorus for antibacterial applications.;https://dx.doi.org/10.1039/c8nr03513j;exclude
NiS and MoS2 nanosheet co-modified graphitic C3N4 ternary heterostructure for high efficient visible light photodegradation of antibiotic.;https://dx.doi.org/10.1016/j.jhazmat.2017.07.004;exclude
Nitric oxide-releasing microparticles as a potent antimicrobial therapeutic against chronic rhinosinusitis bacterial isolates.;https://dx.doi.org/10.1002/alr.22185;exclude
No time to waste organic waste: Nanosizing converts remains of food processing into refined materials.;https://dx.doi.org/10.1016/j.jenvman.2017.12.084;exclude
